sentence,label
"We also announced very recently a comprehensive package of new banking reforms which are integral to our new economic program endorsed by the IMF: Minimum bank capitalization is being increased by 20 to 60 percent, depending on the bank category, over the prescribed end-1998 levels in two equal rounds to be completed end-December 2000.",positive
"A two percent mandatory general loan loss provisioning must be fully met by all banks by October 1, 1999.",neutral
Additional specific loan loss provisioning must be set up against classified loan categories that did not previously have specific provisions.,neutral
This is in line with international practice.,neutral
"Stricter bank entry qualifications and competency criteria will be applied effective March 1, 1998.",neutral
"Supervision and examination of banks on a consolidated basis, i.e. including their subsidiaries, will now be followed.",positive
"Transparency is being enhanced by requiring publicly listed banks, effective December 1998, to publish quarterly quantitative information on their level of non-performing loans, classified loans and other risk assets, and general and specific loan loss reserves.",positive
"Effective September 1998, banks will also be required to mark-to market their trading portfolio in line with existing market conventions.",positive
All of these new banking measures are essentially confidence-building initiatives that would help remove any residual cloud of doubt there may be over the safety and soundness of our banking system.,neutral
We are also taking advantage of the improving sentiment in international capital markets by tapping new commercial financing to boost our reserves to a more comfortable level and to re-establish our credit.,positive
